# Lecture du graphe construit par run.py — runs/20260926-040544
# plage 2026-09-25 18:01 -> 20:11, fenêtres de 60 s
# fenêtres gardées : 130

queue: food_delivery    run: runs/20260926-040544
window  start_utc                   backlog  backlog_slope   publish_rate   consume_rate rate_imbalance      consumers
29839348  18:28:00             ts-delivery-service-79c46f4f45-tvmfl               706.066           707.216                 -             0.002         443023360
29839348  18:28:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416464896
29839349  18:29:00             ts-delivery-service-79c46f4f45-bmgvs               705.934           706.695                 -             0.003         439312384
29839349  18:29:00             ts-delivery-service-79c46f4f45-r5pwb               706.031           707.189                 -             0.004         433135616
29839349  18:29:00             ts-delivery-service-79c46f4f45-tvmfl               706.068           707.435                 -             0.004         442396672
29839349  18:29:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416464896
29839350  18:30:00             ts-delivery-service-79c46f4f45-bmgvs               705.944           706.930                 -             0.003         439054336
29839350  18:30:00             ts-delivery-service-79c46f4f45-r5pwb               705.997           707.639                 -             0.003         433164288
29839350  18:30:00             ts-delivery-service-79c46f4f45-tvmfl               706.035           707.757                 -             0.003         442486784
29839350  18:30:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416464896
29839351  18:31:00             ts-delivery-service-79c46f4f45-bmgvs               705.963           706.802                 -             0.003         439054336
29839351  18:31:00             ts-delivery-service-79c46f4f45-r5pwb               705.821           706.683                 -             0.003         433131520
29839351  18:31:00             ts-delivery-service-79c46f4f45-tvmfl               705.705           706.627                 -             0.003         442478592
29839351  18:31:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416464896
29839352  18:32:00             ts-delivery-service-79c46f4f45-bmgvs               706.016           706.829                 -             0.003         439070720
29839352  18:32:00             ts-delivery-service-79c46f4f45-r5pwb               705.726           706.675                 -             0.003         433131520
29839352  18:32:00             ts-delivery-service-79c46f4f45-tvmfl               705.787           706.571                 -             0.004         442683392
29839352  18:32:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416464896
29839353  18:33:00             ts-delivery-service-79c46f4f45-bmgvs               705.851           706.653                 -             0.002         439070720
