# Lecture du graphe construit par run.py — runs/20260913-075006
# plage 2026-09-13 03:37 -> 05:47, fenêtres de 60 s
# fenêtres gardées : 130

queue: food_delivery    run: runs/20260913-075006
window  start_utc                   backlog  backlog_slope   publish_rate   consume_rate rate_imbalance      consumers
29821213  04:13:00             ts-delivery-service-79c46f4f45-bmgvs               705.953           706.972                 -             0.003         436723712
29821213  04:13:00             ts-delivery-service-79c46f4f45-r5pwb               706.242           707.118                 -             0.002         419532800
29821213  04:13:00             ts-delivery-service-79c46f4f45-tvmfl               705.937           707.223                 -             0.003         424321024
29821213  04:13:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416145408
29821214  04:14:00             ts-delivery-service-79c46f4f45-bmgvs               705.740           706.484                 -             0.003         436723712
29821214  04:14:00             ts-delivery-service-79c46f4f45-r5pwb               705.991           706.805                 -             0.003         419561472
29821214  04:14:00             ts-delivery-service-79c46f4f45-tvmfl               705.654           706.477                 -             0.002         424448000
29821214  04:14:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416014336
29821215  04:15:00             ts-delivery-service-79c46f4f45-bmgvs               705.721           706.671                 -             0.002         436723712
29821215  04:15:00             ts-delivery-service-79c46f4f45-r5pwb               705.813           707.188                 -             0.003         419565568
29821215  04:15:00             ts-delivery-service-79c46f4f45-tvmfl               705.476           707.207                 -             0.002         424353792
29821215  04:15:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416079872
29821216  04:16:00             ts-delivery-service-79c46f4f45-bmgvs               705.681           844.635                 -             0.003         436723712
29821216  04:16:00             ts-delivery-service-79c46f4f45-r5pwb               706.150           846.266                 -             0.003         419569664
29821216  04:16:00             ts-delivery-service-79c46f4f45-tvmfl               705.701           846.178                 -             0.003         424361984
29821216  04:16:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416079872
29821217  04:17:00             ts-delivery-service-79c46f4f45-bmgvs               705.727           846.898                 -             0.002         436736000
29821217  04:17:00             ts-delivery-service-79c46f4f45-r5pwb               706.125           846.942                 -             0.002         419565568
